X,Y,OBJECTID,NAME,NBR,STREETADDR,CITY,ZIP,TYPE,GCSCORE,GCMETHOD,DAFID,POINT_X,POINT_Y
316674.5567,4169520.925,2901,SHELL-CMART,,1355 S MAIN ST,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R46363,316674.5567,4169520.925
439584.8315,4458279.757,2902,WAL-MART,1768,1355 SANDHILL RD,OREM,84057,Supermarket,100,AddressPoints.AddressGrid,R46434,439584.8315,4458279.756
425902.3738,4526203.205,2903,RITE AID,6123,535 S MAIN ST,BOUNTIFUL,84010,Convenience Grocery,100,AddressPoints.AddressGrid,R46473,425902.3738,4526203.205
414511.0712,4550865.999,2904,KENTS,,580 S STATE ST,CLEARFIELD,84015,Supermarket,100,AddressPoints.AddressGrid,R46544,414511.0712,4550865.998
416009.1323,4558449.234,2905,SAMS CLUB,6684,4949 S 900 W,RIVERDALE,84405,Grocery Store,100,AddressPoints.AddressGrid,R46547,416009.1323,4558449.234
427898.6516,4490685.18,2906,SMITHS,153,10305 S 1300 E,SANDY,84092,Supermarket,100,AddressPoints.AddressGrid,R46760,427898.6516,4490685.18
416176.316,4558751.094,2907,WAL-MART,1708,4848 S 900 W ST,RIVERDALE,84405,Supermarket,90.91999817,AddressPoints.AddressGrid,R46972,416176.316,4558751.093
417783.9163,4560218.164,2908,SHOPKO,109,4060 RIVERDALE RD,RIVERDALE,84405,Convenience Grocery,100,AddressPoints.AddressGrid,R46973,417783.9163,4560218.164
417691.9608,4546853.416,2909,WAL-MART,1699,745 W HILLFIELD RD,LAYTON,84041,Supermarket,98.77999878,AddressPoints.AddressGrid,R46975,417691.9608,4546853.416
350806,4120915,2910,RAMSAY,,HWY 89,MOUNT CARMEL,84755,Convenience Grocery,,Manually Placed,R47292,350806,4120915
415292.8118,4594182.168,2911,SHOPKO,104,747 S MAIN ST,BRIGHAM CITY,84302,Convenience Grocery,100,AddressPoints.AddressGrid,R47298,415292.8118,4594182.168
453611.9242,4508487.915,2912,WAL-MART SUPERCENTER,1827,6545 LANDMARK DR,PARK CITY,84060,Grocery Store,100,AddressPoints.AddressGrid,R47598,453611.9242,4508487.915
317405.0152,4170302.283,2913,JENKINS OIL CO,,924 S MAIN ST,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R4764,317405.0152,4170302.283
316781.7849,4172498.761,2914,CHEVRON ,,1100 W 200 N,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R4765,316781.7849,4172498.761
364223.3201,4100765.965,2915,CHEVRON STAGE STOP,,288 S 100 E,KANAB,84741,Convenience Grocery,100,AddressPoints.AddressGrid,R4783,364223.3201,4100765.965
429554.1301,4498868.236,2916,SNIDER BROS,,6245 S HIGHLAND DR,SALT LAKE CITY,84121,Grocery Store,100,AddressPoints.AddressGrid,R47873,429554.1301,4498868.236
324315.2421,4251443.253,2917,CHEVRON,,402 S MAIN ST,MILFORD,84751,Convenience Grocery,100,AddressPoints.AddressGrid,R4795,324315.2421,4251443.253
350854.2028,4120959.505,2918,CHEVRON ,,HWY 89 & HWY 9,MOUNT CARMEL,84755,Convenience Grocery,82.80000305,Centerlines.StatewideRoads,R4800,350854.2028,4120959.505
424962.2553,4502940.176,2919,CHEVRON FOODMART,,4503 S STATE ST,MURRAY,84107,Convenience Grocery,100,AddressPoints.AddressGrid,R4803,424962.2553,4502940.176
420562.0113,4564623.135,2920,BENSONCHEVRON,,2098 HARRISON BLVD,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R4807,420562.0113,4564623.134
427684.2239,4507817.733,2921,HONEY BEE PRODUCE CO INC,,1212 E  PKWY,DRAPER,84020,Supermarket,90.91999817,Centerlines.StatewideRoads,R48343,427684.2239,4507817.732
420270.9556,4547222.324,2922,RITE AID,6125,860 N FAIRFIELD RD,LAYTON,84041,Convenience Grocery,100,AddressPoints.AddressGrid,R48344,420270.9556,4547222.324
457236.6438,4500998.598,2923,RITE AID,6127,950 IRON HORSE DR,PARK CITY,84060,Convenience Grocery,100,AddressPoints.AddressGrid,R48345,457236.6438,4500998.598
430495.07,4508605.835,2924,RITE AID,6136,2332 E 2100 S,SALT LAKE CITY,84109,Convenience Grocery,100,AddressPoints.AddressGrid,R48346,430495.07,4508605.835
272962.143,4106248.764,2925,CHEVRON,,1946 S RIVER RD,SAINT GEORGE,84770,Convenience Grocery,100,AddressPoints.AddressGrid,R48369,272962.143,4106248.764
275768.0405,4111888.675,2926,HARTS,,260 S GREENSPRING DR,WASHINGTON,84780,Convenience Grocery,98.95999908,AddressPoints.AddressGrid,R48371,275768.0405,4111888.675
430974.6102,4623499.757,2927,WAL-MART,1888,1550 N MAIN ST,LOGAN,84321,Supermarket,100,AddressPoints.AddressGrid,R48520,430974.6102,4623499.757
420646.8109,4490784.577,2928,SMITHS,138,1634 W S JORDAN PKWY,SOUTH JORDAN,84095,Supermarket,100,AddressPoints.AddressGrid,R48538,420646.8109,4490784.577
441143.774,4460695.87,2929,SHOPKO,105,125 S STATE ST,OREM,84058,Convenience Grocery,100,AddressPoints.AddressGrid,R48703,441143.774,4460695.87
430521.8701,4620116.016,2930,KOREAN BBQ MARKET,,115 S MAIN ST,LOGAN,84321,Specialty Grocery,100,AddressPoints.AddressGrid,R48805,430521.8701,4620116.016
418134.0923,4548111.738,2931,DOLLAR TREE,2603,413 W 1425 N,LAYTON,84041,Convenience Grocery,100,AddressPoints.AddressGrid,R48807,418134.0923,4548111.738
419178.3412,4502449.929,2932,REAMS,6,2600 W 4700 S,WEST VALLEY CITY,84119,Supermarket,100,AddressPoints.AddressGrid,R49048,419178.3412,4502449.929
430797,4573015,2933,VALLEY MARKET,,2555 WOLFCREEK DR,EDEN,84310,Retail,,Manually Placed,R49374,430797,4573015
426420.2068,4512239.514,2934,WHOLE FOODS MARKET,,544 S 700 E,SALT LAKE CITY,84102,Supermarket,100,AddressPoints.AddressGrid,R49712,426420.2068,4512239.514
427682.0723,4495688.906,2935,MACEYS SANDY,45,7850 S 1300 E,SANDY,84094,Supermarket,100,AddressPoints.AddressGrid,R49714,427682.0723,4495688.906
417764.495,4561008.648,2936,QUILTED BEAR,,3651 WALL AVE,OGDEN,84405,Retail,100,AddressPoints.AddressGrid,R49952,417764.495,4561008.648
424772.831,4513333.778,2937,RITE AID,6131,72 S MAIN ST,SALT LAKE CITY,84101,Convenience Grocery,100,AddressPoints.AddressGrid,R49990,424772.831,4513333.778
429690.6503,4493839.896,2938,REAMS,15,8725 S HIGHLAND DR,SANDY,84093,Supermarket,100,AddressPoints.AddressGrid,R50008,429690.6503,4493839.896
630982.9991,4264967.006,2939,KOA,,3225 S HWY 191,MOAB,84532,Convenience Grocery,100,AddressPoints.AddressGrid,R50633,630982.9991,4264967.006
424149.9905,4509027.334,2940,SAMS CLUB,6686,1905 S 300 W,SALT LAKE CITY,84115,Grocery Store,100,AddressPoints.AddressGrid,R50750,424149.9905,4509027.334
417292.3613,4547155.929,2941,SAMS CLUB,6682,1055 W HILLFIELD RD,LAYTON,84041,Grocery Store,98.77999878,AddressPoints.AddressGrid,R51077,417292.3613,4547155.929
424228.8314,4490571.826,2942,GNC,1737,10450 S STATE STE 2206,SANDY,84070,Health Food,90.91999817,AddressPoints.AddressGrid,R51536,424228.8314,4490571.826
449632.5486,4375212.657,2943,JUANITAS GROCERY,,118 W MAIN ST,MORONI,84646,Grocery Store,100,Centerlines.StatewideRoads,R51546,449632.5486,4375212.657
442002.4524,4453720.294,2944,FRANZ FAMILY BAKERIES,,1180 W CTR ST,PROVO,84601,Retail,100,Centerlines.StatewideRoads,R51708,442002.4524,4453720.294
624078.7349,4273428.44,2945,MOAB VALLEY RV PARK,,1773 N HWY 191,MOAB,84532,Convenience Grocery,100,Centerlines.StatewideRoads,R51768,624078.7349,4273428.44
630371.9993,4265454.002,2946,SPANISH TRAIL RV PARK,,2980 S HWY 191,MOAB,84532,Convenience Grocery,100,AddressPoints.AddressGrid,R51769,630371.9993,4265454.002
420651.6628,4493218.559,2947,GNC,7462,1669 W 9000 S,WEST JORDAN,84088,Health Food,100,AddressPoints.AddressGrid,R51934,420651.6628,4493218.559
549879.9113,4377141.304,2948,SINCLAIR PUPS,,32 E GENEVA DR,EAST CARBON,84520,Convenience Grocery,100,Centerlines.StatewideRoads,R51953,549879.9113,4377141.304
430835.0132,4495860.224,2949,SHELL - FAST STOP,1108,2615 E BENGAL BLVD,SALT LAKE CITY,84121,Convenience Grocery,100,AddressPoints.AddressGrid,R52205,430835.0132,4495860.224
428848.6201,4510392.557,2950,JOLLEYS CORNER VARIETY INC,,1676 E 1300 S,SALT LAKE CITY,84105,Retail,100,AddressPoints.AddressGrid,R52228,428848.6201,4510392.557
364157.0856,4101327.652,2951,SHELL - RAMSEY,,43 E CTR ST,KANAB,84741,Convenience Grocery,100,AddressPoints.AddressGrid,R52252,364157.0856,4101327.652
421743.1147,4514289.225,2952,NORTHWEST CAP,,1300 W 300 N,SALT LAKE CITY,84116,Salvage Grocery,100,AddressPoints.AddressGrid,R52374,421743.1147,4514289.225
625452.515,4479073.229,2953,ASHLEY VALLEY FOOD BANK,,426 E 200 S,VERNAL,84078,Salvage Grocery,100,Centerlines.StatewideRoads,R52392,625452.515,4479073.229
626373.9931,4269710.005,2954,CITY MARKET LLC,10,425 S MAIN ST,MOAB,84532,Grocery Store,100,AddressPoints.AddressGrid,R5245,626373.9931,4269710.005
431046.866,4623152.268,2955,GNC,,1395 N 200 E,LOGAN,84321,Health Food,100,AddressPoints.AddressGrid,R52458,431046.866,4623152.268
383262.4353,4311888.559,2956,CHEVRON OF FILLMORE,,1060 S HWY 99,FILLMORE,84631,Convenience Grocery,100,Centerlines.StatewideRoads,R52459,383262.4353,4311888.559
430553.4524,4609349.913,2957,RIDLEYS SUPERMARKET,,780 E MAIN ST,HYRUM,84319,Supermarket,100,AddressPoints.AddressGrid,R52577,430553.4524,4609349.913
417541.5254,4505375.703,2958,ASSOCIATED FRESH MARKETS,2381,3555 W 3500 S,WEST VALLEY CITY,84119,Supermarket,100,AddressPoints.AddressGrid,R52579,417541.5254,4505375.703
427160.9815,4497171.117,2959,GNC,5538,1084 E FT UNION BLVD,MIDVALE,84047,Health Food,100,AddressPoints.AddressGrid,R52692,427160.9815,4497171.117
417658,4560906,2960,GNC,2557,1070 NEWGATE MALL,OGDEN,84405,Health Food,,Manually Placed,R52757,417658,4560906
324554.6537,4252469.626,2961,DOVE FAMILY HOLDINGS LLC,,530 N MAIN ST,MILFORD,84751,Grocery Store,100,AddressPoints.AddressGrid,R52762,324554.6537,4252469.626
441493.6924,4459109.814,2962,HERB SHOP,,912 S STATE ST,OREM,84058,Health Food,100,AddressPoints.AddressGrid,R52852,441493.6924,4459109.814
426939.0561,4512995.074,2963,CHEGOYA,,202 S 900 E,SALT LAKE CITY,84102,Convenience Grocery,100,AddressPoints.AddressGrid,R53321,426939.0561,4512995.074
445536.3816,4386564.617,2964,FOUNTAIN GREEN GENERAL STORE,,84 S STATE ST,FOUNTAIN GREEN,84632,Grocery Store,100,Centerlines.StatewideRoads,R53782,445536.3816,4386564.617
418899.9281,4563481.903,2965,KWICK STOP,1,506 E 26TH ST (& ADAMS AVE),OGDEN,84401,Convenience Grocery,100,Centerlines.StatewideRoads,R53794,418899.9281,4563481.903
414843.3642,4499208.179,2966,HARMONS,,4874 W 6200 S,KEARNS,84118,Supermarket,100,AddressPoints.AddressGrid,R54325,414843.3642,4499208.179
265669.3226,4112116.072,2967,CBR ENTERPRISES LLC,,2275 W SANTA CLARA DR,SANTA CLARA,84765,Convenience Grocery,100,AddressPoints.AddressGrid,R54342,265669.3226,4112116.072
426088.8605,4512403.335,2968,SMITHS MARKET PLACE,94,455 S 500 E,SALT LAKE CITY,84102,Supermarket,100,AddressPoints.AddressGrid,R54423,426088.8605,4512403.335
420392.0154,4493651.126,2969,SMITHS MARKET PLACE,495,1820 W 9000 S,WEST JORDAN,84088,Grocery Store,100,AddressPoints.AddressGrid,R54427,420392.0154,4493651.126
614149,4281731,2970,RTA ARCHVIEW RESORT,,13701 N Highway 191,MOAB,84532,Convenience Grocery,,Manually Placed,R54447,614149,4281731
445428.5421,4441070.89,2971,ASSOCIATED FRESH MARKETS,2386,652 N 800 E,SPANISH FORK,84660,Supermarket,100,Centerlines.StatewideRoads,R54675,445428.5421,4441070.89
456968.8798,4501404.949,2972,PARK CITY MARKET INC,,1500 SNOW CRK DR,PARK CITY,84060,Supermarket,100,AddressPoints.AddressGrid,R54826,456968.8798,4501404.949
421006.071,4556910.054,2973,ASSOCIATED FRESH MARKETS,2388,5691 S HARRISON BLVD SOUTH,OGDEN,84403,Supermarket,100,AddressPoints.AddressGrid,R54829,421006.071,4556910.054
432099.1046,4469871.843,2974,EL CENTRO DE AMERICAN FORK,,45 W MAIN ST,AMERICAN FORK,84003,Specialty Grocery,100,Centerlines.StatewideRoads,R54855,432099.1046,4469871.842
418423.1362,4561155.714,2975,MACEYS,,325 36TH ST,OGDEN,84405,Supermarket,100,AddressPoints.AddressGrid,R54859,418423.1362,4561155.714
423870.1908,4509275.127,2976,COSTCO,113,1818 S 300 W,SALT LAKE CITY,84115,Grocery Store,100,AddressPoints.AddressGrid,R54957,423870.1908,4509275.127
607610.3887,4538259.226,2977,FLAMING GORGE MARKET,,75 HWY 43,MANILA,84046,Grocery Store,92.43000031,AddressPoints.AddressGrid,R54964,607610.3887,4538259.226
439861.0077,4464199.414,2978,RIDLEY`S FAMILY MARKETS,158,1585 N STATE ST,OREM,84057,Supermarket,100,Centerlines.StatewideRoads,R54984,439861.0077,4464199.414
418553.3637,4568273.819,2979,DOLLAR TREE,2612,129 N HARRISVILLE RD,OGDEN,84404,Convenience Grocery,100,AddressPoints.AddressGrid,R54999,418553.3637,4568273.819
454149.6032,4508232.528,2980,SMITHS,72,1725 W UINTAH WAY,PARK CITY,84060,Supermarket,89.73999786,AddressPoints.AddressGrid,R55039,454149.6032,4508232.528
427631.1939,4508179.109,2981,GNC,5240,2274 S 1300 E,SALT LAKE CITY,84106,Health Food,100,AddressPoints.AddressGrid,R55054,427631.1939,4508179.109
430175.3765,4510152.088,2982,GNC,5029,1400 S FOOTHILL BLVD SPACE 100,SALT LAKE CITY,84108,Health Food,90.91999817,AddressPoints.AddressGrid,R55083,430175.3765,4510152.088
427363,4496915,2983,WAL-MART SUPER CENTER,2207,7250 S UNION PARK AVE,MIDVALE,84047,Supermarket,,Manually Placed,R55331,427363,4496915
423672.1905,4488713.127,2984,WAL-MART SUPER CENTER,2307,11328 S JORDAN GATEWAY RD,SOUTH JORDAN,84095,Grocery Store,100,AddressPoints.AddressGrid,R55372,423672.1905,4488713.127
318113.1148,4170782.053,2985,SMITHS,42,633 S MAIN ST,CEDAR CITY,84720,Supermarket,100,AddressPoints.AddressGrid,R55855,318113.1148,4170782.053
425289.1813,4530056.929,2986,TARGET,T1750,200 N MARKET PLACE DR,CENTERVILLE,84014,Supermarket,98.95999908,AddressPoints.AddressGrid,R56311,425289.1813,4530056.929
428102.903,4497248.28,2987,TARGET STORE T,,7025 S PARK CTR,SALT LAKE CITY,84121,Supermarket,90.91999817,AddressPoints.AddressGrid,R56369,428102.903,4497248.28
424395.0823,4491109.449,2988,TARGET,T1752,10130 S STATE ST,SANDY,84070,Supermarket,100,AddressPoints.AddressGrid,R56422,424395.0823,4491109.449
420918.6611,4543453.699,2989,ASSOCIATED FRESH MARKETS,2389,170 W 200 N,KAYSVILLE,84037,Supermarket,100,AddressPoints.AddressGrid,R56442,420918.6611,4543453.698
391447.358,4261042.765,2990,BIG ROCK CANDY MOUNTAIN,,4479 N HWY 89,MARYSVALE,84750,Convenience Grocery,100,Centerlines.StatewideRoads,R56599,391447.358,4261042.765
425791.1013,4524146.498,2991,DICKS MARKET,,2280 S ORCHARD DR,BOUNTIFUL,84010,Grocery Store,100,AddressPoints.AddressGrid,R56899,425791.1013,4524146.498
410829.4728,4558957.927,2992,WINEGARS SUPERMARKETS INC,,3440 W 4800 S,ROY,84067,Supermarket,100,AddressPoints.AddressGrid,R56903,410829.4728,4558957.927
441255.4736,4459930.181,2993,GOOD EARTH,,500 S STATE ST,OREM,84058,Grocery Store,100,Centerlines.StatewideRoads,R56926,441255.4736,4459930.181
318399.1655,4175955.134,2994,PHILLIPS 66 ,,1944 N MAIN ST,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R57031,318399.1655,4175955.134
423260.0791,4521555.661,2995,NEIGHBORS MARKET,,15 S HWY 89,NORTH SALT LAKE,84054,Grocery Store,100,Centerlines.StatewideRoads,R5724,423260.0791,4521555.661
415600,4558510,2996,TARGET STORE T,,1135 RIVERDALE RD,RIVERDALE,84405,Supermarket,,Manually Placed,R57242,415600,4558510
634821.0981,4165594.339,2997,DOLLAR S MART,,162 N GRAYSON PKWY,BLANDING,84511,Grocery Store,100,Centerlines.StatewideRoads,R57252,634821.0981,4165594.339
358458.6993,4131226.131,2998,TERRYS FOOD & DRUG,,65 E Main Street,ORDERVILLE,84758,Supermarket,92.43000031,Centerlines.StatewideRoads,R57253,358458.6993,4131226.131
440576.9143,4460781.198,2999,TARGET GROCERY T,,175 W CTR ST,OREM,84058,Supermarket,100,AddressPoints.AddressGrid,R57416,440576.9143,4460781.198
275713.431,4111787.162,3000,ALBERTSONS,301,915 W RED CLIFFS DR,WASHINGTON,84780,Supermarket,100,AddressPoints.AddressGrid,R57961,275713.431,4111787.162
421736.0422,4512697.725,3001,ABARROTES EL PUEBLO,,360 S CONCORD ST,SALT LAKE CITY,84104,Specialty Grocery,100,AddressPoints.AddressGrid,R58057,421736.0422,4512697.725
460866.6955,4376842.169,3002,HERB SHOP,,438 S STATE ST,MOUNT PLEASANT,84647,Health Food,100,AddressPoints.AddressGrid,R58318,460866.6955,4376842.169
270445.373,4107039.283,3003,TEXACO RIVERSIDE,,1572 CONVENTION CTR DR,SAINT GEORGE,84770,Convenience Grocery,100,AddressPoints.AddressGrid,R58332,270445.373,4107039.283
420536.3946,4500451.187,3004,SHIRLYNS NATURAL FOODS,,5578 S REDWOOD,TAYLORSVILLE,84118,Health Food,90.91999817,AddressPoints.AddressGrid,R58338,420536.3946,4500451.187
417580.263,4549105.48,3005,TARGET T1755,,815 W 2000 N,LAYTON,84041,Supermarket,100,Centerlines.StatewideRoads,R58690,417580.263,4549105.48
406867,4158472,3006,GRAND STAIRCASE COUNTRY STORE,,105 N KODACHROME DR,CANNONVILLE,84718,Grocery Store,,Manually Placed,R58696,406867,4158472
437389.7111,4467300.819,3007,SMITHS,73,210 E 700 S,PLEASANT GROVE,84062,Supermarket,100,AddressPoints.AddressGrid,R58770,437389.7111,4467300.819
316094,4169799,3008,CHEVRON ,,1744 W ROYAL HUNT DR,CEDAR CITY,84720,Convenience Grocery,,Manually Placed,R58784,316094,4169799
418607.3061,4562587.31,3009,CHEVRON CORNER MART,,2983 WASHINGTON BLVD,OGDEN,84403,Grocery Store,100,Centerlines.StatewideRoads,R58802,418607.3061,4562587.31
412304.5903,4549060.565,3010,SMITHS,142,951 W 1700 S,SYRACUSE,84075,Supermarket,100,AddressPoints.AddressGrid,R58856,412304.5903,4549060.565
416414.5512,4493596.746,3011,SMITHS,158,4080 W 9000 S,WEST JORDAN,84088,Supermarket,100,AddressPoints.AddressGrid,R58858,416414.5512,4493596.746
427698.7667,4513877.205,3012,PACIFIC FOOD INC,,145 E 1300 S - 203,SALT LAKE CITY,84115,Specialty Grocery,83.34999847,Centerlines.StatewideRoads,R58861,427698.7667,4513877.205
425048.9204,4486445.214,3013,SMITHS,,212 E 12300 S,DRAPER,84020,Grocery Store,100,AddressPoints.AddressGrid,R59137,425048.9204,4486445.214
270245.7926,4108719.021,3014,REDMOND HERITAGE FARM STORE,,695 S 100 W,SAINT GEORGE,84790,Health Food,100,AddressPoints.AddressGrid,R59229,270245.7926,4108719.02
428945.5395,4471166.347,3015,MACEY`S,13,760 E MAIN ST,LEHI,84043,Supermarket,100,Centerlines.StatewideRoads,R59339,428945.5395,4471166.347
275491.7005,4112261.036,3016,SERVICE STATION INC,,1036 W RED HILLS PKWY,WASHINGTON,84780,Convenience Grocery,100,AddressPoints.AddressGrid,R59365,275491.7005,4112261.036
431027.7543,4470032.53,3017,BIMBO BAKERIES USA,,66 N STATE RD (HWY 89),AMERICAN FORK,84003,Convenience Grocery,90.91999817,Centerlines.StatewideRoads,R59368,431027.7543,4470032.53
360231,4275050,3018,CHEVRON ,,17030 S HIGHWAY 161,COVE FORT,84713,Convenience Grocery,,Manually Placed,R59564,360231,4275050
443322.4455,4455902.423,3019,BIG LOTS,4116,1290 N STATE ST,PROVO,84604,Convenience Grocery,100,AddressPoints.AddressGrid,R59575,443322.4455,4455902.423
420379.3045,4493343.169,3020,DAVES HEALTH & NUTRITION,,1817 W 9000 S,WEST JORDAN,84088,Health Food,100,AddressPoints.AddressGrid,R59847,420379.3045,4493343.169
442632.4447,4462464.18,3021,HARMONS ORCHARD,88,870 E 800 N,OREM,84097,Supermarket,100,AddressPoints.AddressGrid,R60026,442632.4447,4462464.18
382778.413,4312140.513,3022,TEXACO SUNMART,807,885 S PARK RD,FILLMORE,84631,Convenience Grocery,90.91999817,AddressPoints.AddressGrid,R60166,382778.413,4312140.513
303434.7456,4150608.675,3023,TEXACO - KOLOB FUELS,,3802 E HIGHWAY 144,HARMONY,84757,Convenience Grocery,100,AddressPoints.AddressGrid,R60312,303434.7456,4150608.675
429010.9728,4470974.649,3024,GNC,6613,785 E 200 S STE 8,LEHI,84043,Health Food,100,AddressPoints.AddressGrid,R60335,429010.9728,4470974.649
419074.593,4505248.582,3025,JC PENNEY,1413,3601 S 2700 W,WEST VALLEY CITY,84119,Convenience Grocery,100,Centerlines.StatewideRoads,R60356,419074.593,4505248.582
445021.1912,4452597.762,3026,SOUTH RIDGE FARMS,2 STORE,720 W 900 S,SANTAQUIN,84655,Specialty Grocery,92.43000031,Centerlines.StatewideRoads,R60571,445021.1912,4452597.762
418629.0809,4563340.621,3027,LEES MARKET PLACE,,2645 N WASHINGTON BLVD,OGDEN,84415,Supermarket,92.43000031,Centerlines.StatewideRoads,R60595,418629.0809,4563340.621
443323.3017,4456054.62,3028,MACEYS PROVO,40,1400 N STATE,PROVO,84601,Supermarket,90.91999817,AddressPoints.AddressGrid,R60694,443323.3017,4456054.62
420631.072,4515371.154,3029,LUCKY`S,,729 N REDWOOD,SALT LAKE CITY,84116,Supermarket,90.91999817,AddressPoints.AddressGrid,R60735,420631.072,4515371.154
420626.9928,4505394.505,3030,QADERI SWEETZ N SPICEZ,,3546 S REDWOOD RD,WEST VALLEY CITY,84119,Specialty Grocery,100,AddressPoints.AddressGrid,R60747,420626.9928,4505394.505
429087.3564,4492387.207,3031,ASSOCIATED FRESH MARKETS,2391,1860 E 9400 S,SANDY,84093,Supermarket,100,AddressPoints.AddressGrid,R60812,429087.3564,4492387.207
427478.4544,4508432.324,3032,WHOLE FOOD MARKET,,1131 E WILMINGTON,SALT LAKE CITY,84106,Supermarket,90.91999817,AddressPoints.AddressGrid,R61296,427478.4544,4508432.324
416532.6038,4500884.116,3033,LA NUEVA CAMPOS,,5318 S 4015 W,KEARNS,84118,Specialty Grocery,100,AddressPoints.AddressGrid,R61305,416532.6038,4500884.116
439986.0459,4464087.046,3034,RITE AID,6304,1550 N STATE ST,OREM,84057,Convenience Grocery,100,AddressPoints.AddressGrid,R61514,439986.0459,4464087.046
424866.0813,4509937.833,3035,CHINA TOWN MARKET,,1496 MAJOR ST,SALT LAKE CITY,84115,Grocery Store,100,AddressPoints.AddressGrid,R61521,424866.0813,4509937.833
426947.9662,4497111.975,3036,SMITHS,85,980 E FT UNION BLVD,MIDVALE,84047,Supermarket,100,AddressPoints.AddressGrid,R61711,426947.9662,4497111.975
431805.9901,4623326.399,3037,LEE`S MARKETPLACE,,555 E 1400 N,LOGAN,84321,Supermarket,100,AddressPoints.AddressGrid,R61721,431805.9901,4623326.399
437501.6866,4433962.419,3038,RITE AID,6311,819 N MAIN ST,PAYSON,84651,Convenience Grocery,100,AddressPoints.AddressGrid,R61883,437501.6866,4433962.419
273866.8437,4110779.284,3039,GNC,3148,1770 RED CLIFFS DR SPACE 1166,ST GEORGE,84770,Health Food,100,AddressPoints.AddressGrid,R61971,273866.8437,4110779.284
352877,4154435,3040,LOOSE WHEELS SERVICE,,55 MOVIE RANCH RD,DUCK CREEK VILLAGE,84762,Convenience Grocery,,Manually Placed,R61972,352877,4154435
517783.245,4383369.537,3041,GNC,6661,1163 E MAIN ST STE - 1,PRICE,84501,Health Food,90.91999817,AddressPoints.AddressGrid,R61976,517783.245,4383369.537
294867.2235,4116995.682,3042,11-Jul,,1180 W STATE ST,HURRICANE,84737,Convenience Grocery,100,AddressPoints.AddressGrid,R62143,294867.2235,4116995.682
426259.1627,4487392.969,3043,PIRATE O,,11901 S 700 E,DRAPER,84020,Grocery Store,100,AddressPoints.AddressGrid,R62269,426259.1627,4487392.969
315978.9523,4169385.296,3044,GNC,9491,1380 S PROVIDENCE CTR STE C,CEDAR CITY,84720,Health Food,90.91999817,AddressPoints.AddressGrid,R62271,315978.9523,4169385.296
373618.0246,4187434.731,3045,PHILLIPS 66 ,,195 N MAIN ST,PANGUITCH,84759,Convenience Grocery,100,AddressPoints.AddressGrid,R62274,373618.0246,4187434.731
466148,4240718,3046,HIDDEN FALLS PETRO US,,875 N ST RD 24,TORREY,84775,Convenience Grocery,,Manually Placed,R62354,466148,4240718
442152.4311,4459055.183,3047,COSTCO,484,648 E 800 S,OREM,84097,Supermarket,100,AddressPoints.AddressGrid,R62403,442152.4311,4459055.183
420407.6917,4497965.498,3048,TARGET,768,6748 S REDWOOD RD,WEST JORDAN,84084,Grocery Store,100,AddressPoints.AddressGrid,R62455,420407.6917,4497965.498
413305.7364,4504027.618,3049,WALGREENS,5929,5630 W 4100 S,WEST VALLEY CITY,84128,Convenience Grocery,100,AddressPoints.AddressGrid,R63217,413305.7364,4504027.618
306780.4939,4119625.012,3050,ZION RIVER RESORT,,551 E HWY 9,VIRGIN,84779,Convenience Grocery,100,AddressPoints.AddressGrid,R63314,306780.4939,4119625.012
440457.393,4461984.097,3051,DOLLAR TREE,2605,501 N STATE ST,OREM,84057,Convenience Grocery,100,AddressPoints.AddressGrid,R63330,440457.393,4461984.097
424369.2008,4489123.359,3052,COSTCO,487,11100 S AUTO MALL DR,SANDY,84070,Supermarket,100,Centerlines.StatewideRoads,R63523,424369.2008,4489123.358
444092.8326,4452365.364,3053,DOLLAR TREE,2641,1033 S UNIVERSITY AVE,PROVO,84601,Convenience Grocery,100,AddressPoints.AddressGrid,R63526,444092.8326,4452365.364
390231.7623,4489529.095,3054,MACEYS,,972 N MAIN ST,TOOELE,84074,Grocery Store,100,AddressPoints.AddressGrid,R63667,390231.7623,4489529.095
269412.5611,4110750.723,3055,MIRAMONTE STATION,,386 N BLUFF ST,SAINT GEORGE,84770,Convenience Grocery,100,AddressPoints.AddressGrid,R63689,269412.5611,4110750.723
389891.3319,4490285.817,3056,WAL-MART,1440,99 W 1280 N,TOOELE,84074,Supermarket,100,AddressPoints.AddressGrid,R63801,389891.3319,4490285.817
420868.7364,4495921.468,3057,ANAYAS MARKET,,1556 W 7800 S,WEST JORDAN,84088,Specialty Grocery,100,AddressPoints.AddressGrid,R63809,420868.7364,4495921.468
462153.4051,4377570.727,3058,WAL-MART,2794,777 N MAIN ST,EPHRAIM,84647,Supermarket,92.43000031,AddressPoints.AddressGrid,R63821,462153.4051,4377570.727
424886.1152,4526236.674,3059,WALGREENS,6183,515 S 500 W,BOUNTIFUL,84010,Convenience Grocery,100,AddressPoints.AddressGrid,R63915,424886.1152,4526236.674
